,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1222,Young,Yes,Travel_Rarely,Very High,Human Resources,Very Long,Below College,Human Resources,Very High,Male,Average,Low,1,Human Resources,Low,Married,Low,Average,1,No,Low,Excellent,High,1,<= 6 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
1223,Middle-Age,Yes,Travel_Frequently,Very High,Sales,Long,Bachelor,Life Sciences,High,Male,High,Low,4,Sales Executive,Low,Married,Very High,Very High,7,No,Low,Excellent,High,0,Over 15 years,3,Bad,Over 9 years,4 to 7 years,Over 3 years,Over 7 years
1224,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Master,Medical,Very High,Male,Average,Low,1,Laboratory Technician,Low,Married,Low,Low,1,No,High,Excellent,High,3,<= 6 years,3,Best,<= 3 years,<= 2 years,None,<= 2 years
1225,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,College,Technical Degree,Very High,Female,Low,Medium,4,Research Director,Medium,Single,Very High,High,1,No,Low,Excellent,High,0,Over 15 years,2,Better,Over 9 years,4 to 7 years,Over 3 years,4 to 7 years
1226,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Long,Bachelor,Life Sciences,Low,Male,Average,High,1,Research Scientist,High,Married,Average,High,6,No,Average,Excellent,Low,1,7 to 10 years,3,Good,4 to 5 years,<= 2 years,1 year,3 years
1227,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,Master,Life Sciences,Medium,Male,High,High,1,Laboratory Technician,High,Married,Average,High,1,No,Average,Excellent,Very High,1,<= 6 years,2,Best,4 to 5 years,<= 2 years,None,3 years
1228,Middle-Age,No,Non-Travel,Very High,Human Resources,Normal,Bachelor,Human Resources,High,Male,Average,Low,2,Human Resources,Low,Married,High,Very High,6,No,Very High,Excellent,Medium,1,7 to 10 years,4,Better,<= 3 years,<= 2 years,1 year,<= 2 years
1229,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,College,Life Sciences,Medium,Female,Very High,High,2,Manufacturing Director,High,Married,High,Low,2,Yes,High,Excellent,Medium,1,Over 15 years,3,Better,<= 3 years,<= 2 years,None,<= 2 years
1230,Young,No,Travel_Rarely,Very High,Research & Development,Very Long,Below College,Medical,Medium,Male,Very High,High,1,Laboratory Technician,High,Divorced,Average,Low,1,No,Average,Excellent,Medium,3,<= 6 years,2,Best,6 to 9 years,<= 2 years,1 year,<= 2 years
1231,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Master,Life Sciences,High,Male,Low,High,2,Healthcare Representative,High,Single,High,Average,6,No,Average,Excellent,Very High,0,Over 15 years,3,Better,Over 9 years,4 to 7 years,None,Over 7 years
1232,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Master,Life Sciences,Very High,Male,Average,High,2,Manufacturing Director,High,Married,High,Low,2,No,High,Excellent,Medium,1,Over 15 years,3,Better,6 to 9 years,4 to 7 years,None,4 to 7 years
1233,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Below College,Life Sciences,Medium,Male,Low,High,1,Research Scientist,High,Married,Low,Low,1,No,Low,Excellent,Medium,1,7 to 10 years,2,Good,Over 9 years,<= 2 years,None,Over 7 years
1234,Middle-Age,No,Non-Travel,Very High,Sales,Short,Master,Marketing,High,Male,Very High,High,2,Sales Executive,High,Married,High,Low,7,No,Low,Excellent,Very High,1,<= 6 years,3,Bad,<= 3 years,<= 2 years,None,<= 2 years
1235,Middle-Age,No,Travel_Rarely,Very High,Sales,Short,Bachelor,Life Sciences,High,Male,High,High,3,Sales Executive,High,Divorced,Very High,Low,4,Yes,Low,Excellent,Medium,1,11 to 15 years,5,Good,Over 9 years,4 to 7 years,None,3 years
1236,Middle-Age,Yes,Travel_Rarely,Very High,Sales,Long,Doctor,Marketing,Medium,Male,Very High,Medium,2,Sales Executive,Medium,Divorced,High,Average,5,Yes,Average,Excellent,Medium,3,Over 15 years,3,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
1237,Middle-Age,Yes,Travel_Rarely,Very High,Sales,Short,College,Life Sciences,Low,Male,Low,Low,2,Sales Executive,Low,Single,High,Average,6,No,High,Excellent,Medium,0,7 to 10 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
1238,Young,No,Travel_Rarely,Very High,Research & Development,Normal,Below College,Medical,High,Female,Average,High,1,Laboratory Technician,High,Single,Average,Average,1,No,Average,Excellent,High,0,<= 6 years,3,Bad,<= 3 years,<= 2 years,1 year,<= 2 years
1239,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Very Long,Below College,Technical Degree,Very High,Female,Low,High,2,Manufacturing Director,High,Single,High,Low,2,No,Very High,Outstanding,Very High,0,7 to 10 years,3,Good,4 to 5 years,4 to 7 years,1 year,Over 7 years
1240,Middle-Age,No,Non-Travel,Very High,Research & Development,Short,Bachelor,Life Sciences,Very High,Male,High,High,2,Laboratory Technician,High,Married,High,Average,1,Yes,High,Excellent,Very High,1,7 to 10 years,2,Better,6 to 9 years,Over 7 years,Over 3 years,Over 7 years
1241,Middle-Age,No,Travel_Rarely,Very High,Sales,Very Long,Bachelor,Life Sciences,Very High,Male,High,Low,3,Sales Executive,Low,Married,Very High,Low,3,No,Average,Excellent,High,1,7 to 10 years,2,Bad,4 to 5 years,3 years,None,<= 2 years
1242,Middle-Age,No,Travel_Rarely,Very High,Sales,Normal,Master,Medical,Medium,Male,Very High,High,5,Manager,High,Single,Very High,Low,1,No,Average,Excellent,Medium,0,Over 15 years,3,Good,Over 9 years,Over 7 years,Over 3 years,Over 7 years
1243,Middle-Age,No,Travel_Rarely,Very High,Human Resources,Normal,Bachelor,Life Sciences,High,Female,Average,Low,3,Human Resources,Low,Married,Very High,Low,4,No,Very High,Outstanding,High,2,7 to 10 years,2,Best,4 to 5 years,<= 2 years,None,3 years
1244,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Short,Master,Technical Degree,Very High,Female,High,Medium,1,Research Scientist,Medium,Single,High,Very High,0,No,High,Excellent,Very High,0,7 to 10 years,2,Better,6 to 9 years,4 to 7 years,None,4 to 7 years
1245,Young,No,Travel_Frequently,Very High,Human Resources,Long,Bachelor,Medical,Low,Male,Average,High,1,Human Resources,High,Married,Low,Low,0,No,Average,Excellent,Very High,1,<= 6 years,2,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
1246,Middle-Age,Yes,Travel_Frequently,Very High,Human Resources,Long,Bachelor,Human Resources,High,Female,Average,Medium,1,Human Resources,Medium,Divorced,Low,Average,6,No,Low,Excellent,High,1,<= 6 years,0,Good,4 to 5 years,<= 2 years,1 year,<= 2 years
1247,Middle-Age,No,Travel_Rarely,Very High,Sales,Normal,Bachelor,Technical Degree,Low,Male,Average,High,2,Sales Executive,High,Married,High,Very High,1,No,Very High,Excellent,High,1,<= 6 years,3,Better,4 to 5 years,<= 2 years,None,<= 2 years
1248,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Medical,High,Female,High,High,1,Research Scientist,High,Single,Average,Low,1,No,Low,Excellent,High,0,<= 6 years,5,Good,6 to 9 years,<= 2 years,1 year,Over 7 years
1249,Middle-Age,Yes,Travel_Rarely,Very High,Sales,Long,Bachelor,Marketing,Medium,Female,Average,Low,1,Sales Representative,Low,Single,Low,High,1,No,Average,Excellent,High,0,<= 6 years,3,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
1250,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Short,Bachelor,Life Sciences,Very High,Male,High,Very High,2,Healthcare Representative,Very High,Single,High,Very High,8,Yes,Low,Excellent,Very High,0,7 to 10 years,5,Best,<= 3 years,<= 2 years,None,<= 2 years
1251,Middle-Age,No,Travel_Rarely,Very High,Sales,Very Long,College,Marketing,High,Male,Very High,Medium,3,Sales Executive,Medium,Divorced,High,Low,2,No,Low,Excellent,Low,1,11 to 15 years,2,Better,6 to 9 years,4 to 7 years,1 year,4 to 7 years
1252,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,Master,Medical,Very High,Male,Very High,Very High,1,Research Scientist,Very High,Married,Average,Low,0,Yes,Average,Excellent,Low,3,<= 6 years,3,Better,4 to 5 years,<= 2 years,1 year,<= 2 years
1253,Middle-Age,No,Non-Travel,Very High,Sales,Short,Bachelor,Marketing,Very High,Female,Average,High,2,Sales Executive,High,Single,High,Average,8,No,High,Excellent,Very High,0,11 to 15 years,2,Good,Over 9 years,4 to 7 years,1 year,4 to 7 years
1254,Middle-Age,No,Travel_Rarely,Very High,Sales,Long,Master,Marketing,Very High,Female,High,High,2,Sales Executive,High,Single,Average,Average,3,No,Low,Excellent,High,0,7 to 10 years,1,Best,4 to 5 years,<= 2 years,None,Over 7 years
1255,Middle-Age,Yes,Travel_Rarely,Very High,Sales,Very Long,Bachelor,Life Sciences,Low,Female,High,High,3,Sales Executive,High,Single,Very High,Average,2,Yes,Very High,Outstanding,High,0,11 to 15 years,2,Good,<= 3 years,<= 2 years,None,<= 2 years
1256,Middle-Age,No,Travel_Frequently,Very High,Research & Development,Short,College,Medical,High,Female,High,Medium,1,Laboratory Technician,Medium,Married,Low,High,4,No,Average,Excellent,Medium,1,7 to 10 years,4,Good,6 to 9 years,<= 2 years,None,4 to 7 years
1257,Middle-Age,Yes,Travel_Rarely,Very High,Sales,Very Long,Master,Marketing,Low,Male,High,High,3,Sales Executive,High,Married,High,High,2,No,Average,Excellent,Low,3,7 to 10 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
1258,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Technical Degree,Very High,Female,Very High,Medium,1,Research Scientist,Medium,Divorced,Low,Average,1,No,Average,Excellent,High,1,<= 6 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
1259,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Life Sciences,High,Male,Average,Very High,2,Healthcare Representative,Very High,Married,High,Average,3,No,High,Excellent,High,1,7 to 10 years,3,Better,6 to 9 years,<= 2 years,1 year,4 to 7 years
1260,Middle-Age,No,Non-Travel,Very High,Research & Development,Normal,Master,Technical Degree,Medium,Male,Average,High,1,Research Scientist,High,Single,Low,High,2,No,Average,Excellent,Medium,0,11 to 15 years,3,Better,6 to 9 years,4 to 7 years,None,4 to 7 years
1261,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Very Long,Bachelor,Medical,Medium,Male,Average,Low,2,Healthcare Representative,Low,Married,High,Very High,3,Yes,High,Excellent,High,1,11 to 15 years,2,Better,<= 3 years,<= 2 years,1 year,<= 2 years
1262,Middle-Age,Yes,Travel_Frequently,Very High,Research & Development,Very Long,Bachelor,Technical Degree,High,Male,Low,Medium,1,Research Scientist,Medium,Married,Low,High,9,Yes,High,Excellent,Very High,1,<= 6 years,4,Better,<= 3 years,<= 2 years,None,<= 2 years
1263,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Medical,Medium,Male,Average,High,1,Laboratory Technician,High,Divorced,Low,Average,8,No,Very High,Outstanding,Medium,3,7 to 10 years,6,Good,4 to 5 years,3 years,None,Over 7 years
1264,Old,No,Travel_Rarely,Very High,Research & Development,Short,Bachelor,Medical,High,Male,Average,Medium,5,Research Director,Medium,Married,Very High,High,8,No,Low,Excellent,Medium,3,Over 15 years,2,Better,<= 3 years,<= 2 years,None,<= 2 years
1265,Middle-Age,No,Non-Travel,Very High,Research & Development,Normal,Bachelor,Technical Degree,Very High,Male,Very High,High,2,Research Scientist,High,Divorced,Average,Low,5,No,High,Excellent,Very High,2,11 to 15 years,2,Good,6 to 9 years,Over 7 years,1 year,4 to 7 years
1266,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Master,Life Sciences,High,Male,Very High,High,1,Laboratory Technician,High,Divorced,Low,Very High,1,No,Very High,Outstanding,Medium,2,<= 6 years,2,Better,4 to 5 years,3 years,None,Over 7 years
1267,Middle-Age,No,Non-Travel,Very High,Sales,Long,Bachelor,Life Sciences,Very High,Male,Very High,High,2,Sales Executive,High,Divorced,Average,Average,1,Yes,Average,Excellent,High,1,11 to 15 years,3,Better,Over 9 years,Over 7 years,None,4 to 7 years
1268,Middle-Age,No,Non-Travel,Very High,Research & Development,Short,Master,Medical,Low,Female,Average,Medium,4,Manufacturing Director,Medium,Married,Very High,Very High,4,Yes,Very High,Outstanding,Very High,3,Over 15 years,2,Good,<= 3 years,<= 2 years,None,<= 2 years
1269,Middle-Age,No,Travel_Rarely,Very High,Human Resources,Short,Bachelor,Life Sciences,Medium,Male,Very High,High,1,Human Resources,High,Single,Average,Low,0,No,Average,Excellent,Medium,0,7 to 10 years,5,Better,6 to 9 years,4 to 7 years,1 year,Over 7 years
1270,Middle-Age,No,Travel_Rarely,Very High,Sales,Normal,College,Life Sciences,Very High,Female,Low,Low,2,Sales Executive,Low,Single,High,Very High,5,No,Low,Excellent,Low,0,<= 6 years,3,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
1271,Young,Yes,Travel_Rarely,Very High,Sales,Normal,Below College,Marketing,Medium,Male,Low,High,1,Sales Representative,High,Single,Low,Low,1,No,Average,Excellent,Medium,0,<= 6 years,3,Better,<= 3 years,<= 2 years,1 year,<= 2 years
1272,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,College,Other,Very High,Female,Low,Medium,1,Laboratory Technician,Medium,Married,Average,High,1,No,Low,Excellent,Medium,1,<= 6 years,3,Better,4 to 5 years,4 to 7 years,None,Over 7 years
1273,Young,Yes,Travel_Rarely,Very High,Research & Development,Long,Below College,Medical,High,Female,High,High,1,Laboratory Technician,High,Married,Low,High,1,Yes,High,Excellent,High,0,<= 6 years,6,Better,<= 3 years,<= 2 years,None,<= 2 years
1274,Middle-Age,No,Travel_Rarely,Very High,Sales,Very Long,Master,Marketing,Low,Female,Very High,Medium,2,Sales Executive,Medium,Married,High,Average,1,No,Average,Excellent,Low,2,11 to 15 years,3,Better,Over 9 years,4 to 7 years,Over 3 years,4 to 7 years
1275,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Technical Degree,Low,Female,Average,High,3,Manager,High,Married,Very High,Very High,2,No,Low,Excellent,Very High,0,11 to 15 years,2,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
1276,Middle-Age,No,Travel_Rarely,Very High,Sales,Long,College,Marketing,Medium,Male,Low,Medium,2,Sales Executive,Medium,Married,Average,Average,1,No,Average,Excellent,Low,2,<= 6 years,2,Better,4 to 5 years,<= 2 years,None,3 years
1277,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,Master,Medical,High,Male,Low,High,5,Research Director,High,Divorced,Very High,Average,7,Yes,High,Excellent,High,1,Over 15 years,3,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
1278,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Life Sciences,Very High,Male,Very High,High,3,Healthcare Representative,High,Married,High,Very High,7,Yes,Average,Excellent,Very High,1,11 to 15 years,1,Better,Over 9 years,Over 7 years,Over 3 years,4 to 7 years
1279,Middle-Age,Yes,Travel_Frequently,Very High,Research & Development,Short,College,Medical,High,Male,Very High,High,1,Research Scientist,High,Divorced,Low,Average,1,Yes,Low,Excellent,High,3,<= 6 years,2,Good,4 to 5 years,3 years,2 to 3 years,3 years
1280,Middle-Age,No,Travel_Rarely,Very High,Human Resources,Long,College,Other,High,Male,Very High,High,2,Human Resources,High,Divorced,Average,Average,2,No,Average,Excellent,High,0,Over 15 years,4,Good,Over 9 years,<= 2 years,Over 3 years,4 to 7 years
1281,Middle-Age,Yes,Travel_Rarely,Very High,Sales,Very Long,Bachelor,Life Sciences,High,Male,Very High,High,2,Sales Executive,High,Single,High,Average,1,Yes,High,Excellent,Very High,0,7 to 10 years,2,Better,Over 9 years,4 to 7 years,Over 3 years,4 to 7 years
1282,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Master,Life Sciences,Very High,Male,Very High,Very High,1,Research Scientist,Very High,Married,Average,Low,6,No,Very High,Excellent,Medium,1,11 to 15 years,1,Better,Over 9 years,Over 7 years,Over 3 years,4 to 7 years
1283,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,Bachelor,Life Sciences,High,Male,High,High,1,Research Scientist,High,Married,Low,Low,1,No,Low,Excellent,High,1,<= 6 years,6,Best,4 to 5 years,3 years,None,3 years
1284,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Below College,Medical,High,Male,Average,High,3,Research Director,High,Single,Very High,Low,7,No,Very High,Outstanding,High,0,7 to 10 years,3,Better,4 to 5 years,3 years,2 to 3 years,<= 2 years
1285,Middle-Age,No,Non-Travel,Very High,Sales,Very Long,College,Life Sciences,Medium,Male,Very High,Medium,2,Sales Executive,Medium,Single,High,Very High,8,No,High,Excellent,High,0,<= 6 years,3,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
1286,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Short,College,Life Sciences,High,Female,Very High,High,1,Laboratory Technician,High,Married,Average,Very High,4,No,High,Excellent,Very High,1,7 to 10 years,5,Good,4 to 5 years,3 years,None,<= 2 years
1287,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Long,Bachelor,Medical,Medium,Male,Very High,Very High,2,Healthcare Representative,Very High,Married,High,Low,5,No,High,Excellent,High,2,7 to 10 years,2,Good,<= 3 years,<= 2 years,None,<= 2 years
1288,Middle-Age,No,Non-Travel,Very High,Research & Development,Short,College,Medical,Medium,Male,Very High,High,2,Manufacturing Director,High,Divorced,High,Very High,2,No,Average,Excellent,High,1,11 to 15 years,6,Better,6 to 9 years,4 to 7 years,1 year,4 to 7 years
1289,Middle-Age,No,Non-Travel,Very High,Human Resources,Short,Bachelor,Human Resources,Low,Male,Very High,High,1,Human Resources,High,Divorced,Low,Low,5,No,Average,Excellent,Very High,3,11 to 15 years,3,Better,Over 9 years,Over 7 years,2 to 3 years,Over 7 years
1290,Middle-Age,Yes,Travel_Frequently,Very High,Research & Development,Long,Master,Life Sciences,Very High,Male,Very High,High,2,Laboratory Technician,High,Married,High,Low,4,No,High,Excellent,High,1,11 to 15 years,3,Good,6 to 9 years,<= 2 years,None,4 to 7 years
1291,Middle-Age,Yes,Travel_Rarely,Very High,Research & Development,Long,Master,Medical,Very High,Male,Average,High,2,Manufacturing Director,High,Single,Average,Low,1,No,High,Excellent,Medium,0,7 to 10 years,4,Bad,Over 9 years,3 years,None,Over 7 years
1292,Middle-Age,No,Travel_Frequently,Very High,Sales,Very Long,Bachelor,Life Sciences,High,Male,High,High,2,Sales Executive,High,Divorced,Average,High,2,No,High,Excellent,Very High,1,7 to 10 years,6,Better,<= 3 years,<= 2 years,2 to 3 years,<= 2 years
1293,Middle-Age,No,Non-Travel,Very High,Research & Development,Long,Bachelor,Life Sciences,Low,Male,Average,High,1,Research Scientist,High,Single,Low,Very High,4,No,Average,Excellent,High,0,7 to 10 years,2,Good,<= 3 years,<= 2 years,1 year,<= 2 years
1294,Middle-Age,No,Travel_Rarely,Very High,Research & Development,Normal,Bachelor,Life Sciences,Medium,Male,Very High,Very High,2,Healthcare Representative,Very High,Single,High,High,3,No,Low,Excellent,Low,0,11 to 15 years,3,Bad,<= 3 years,<= 2 years,1 year,<= 2 years
